Depth(ft),ROP(1 ft),weight on bit (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow Out %,WH Pressure (psi)
3583.24,14.73,28.71,141.49,135.25,224.9,1319,71.69,1039.21,56.33,735.36,74.48,9.41
3584.24,15.33,28.59,141.45,134.87,225.7,1332.55,71.81,1034.25,58.56,733.63,77.59,9.41
3585.24,18.89,27.8,141.33,134.64,225.79,1340.83,72.6,989.29,59.2,734.5,77.09,9.03
3586.25,21.35,28.42,141.22,134.56,225.65,1424.38,71.98,991.64,52.73,630.9,80.94,9.03
3587.25,18.41,27.67,141.14,134.49,225.88,1427.39,72.73,1129.88,47.54,631.55,81.29,9.41
3588.25,20.05,28.34,141.07,134.41,226.24,1431.16,72.06,1093.34,46.75,630.69,80.24,9.41
3589.25,24.71,27.46,141.1,134.41,226.53,1429.65,72.94,1078.1,46.78,627.24,80.24,9.41
3590.26,26.73,28.63,141.1,134.45,226.62,1434.17,71.77,1128.85,37.57,627.46,79.94,9.41
3591.26,24.89,28.67,141.07,134.41,226.78,1434.17,71.73,1084.93,37.47,627.46,80.44,9.41
3592.26,20.75,28.42,141.07,134.45,227.15,1431.16,71.98,1008.46,46.17,630.69,79.79,9.03
3593.26,18.79,28.46,141.03,134.41,227.34,1423.63,71.94,1073.9,58.5,633.06,84.24,9.41
3594.27,15.63,28.13,140.95,134.45,227.57,1411.59,72.27,1010.32,55.47,632.63,74.73,9.41
3595.27,14.04,27.71,140.88,134.37,227.57,1419.11,72.69,926.96,50.96,633.27,80.49,9.03
3596.27,16.62,26.92,140.88,134.33,227.01,1790.97,73.48,1015.84,49.01,724.8,86.29,9.41
3597.27,22.39,28.92,140.95,134.49,226.98,1754.83,71.48,907.52,53.67,725.23,83.14,9.03
3598.28,19.84,28.63,141.03,134.64,226.84,1751.07,71.77,1034.73,60.54,726.1,89.74,9.41
3599.28,22.41,27.55,141.03,134.87,226.94,1769.14,72.85,1012.67,53.86,722.65,91.24,9.41
3600.28,27.13,27.26,141.1,135.06,226.79,1771.4,73.14,982.95,50.68,726.1,86.64,9.41
3601.28,28.87,27.22,141.14,135.17,226.69,1788.71,73.18,1000.81,46.05,721.79,81.24,9.41
3602.28,20.16,29.67,141.26,135.36,226.53,1769.14,70.73,1013.43,49.28,724.59,89.69,9.41
3603.29,18.32,27.63,141.3,135.55,226.6,1757.09,72.77,1028.94,56.73,720.28,81.84,9.79
3604.29,18.61,28.09,141.37,135.71,226.32,1756.34,72.31,1037.15,58.74,721.79,89.24,9.41
3605.29,17.87,28.13,141.49,135.86,226.18,1760.1,72.27,974.54,58.46,723.51,90.09,9.79
3607,18,25,139.12,135.82,231.73,1751.38,107.94,438.52,0,0,0.69,7.88
3608.02,11.44,23.23,141.22,135.33,224.4,1757.85,77.17,936.96,28.47,722,89.79,9.79
3609.02,15.77,21.69,141.52,135.48,224.32,1761.61,78.71,1075.48,50.23,724.37,91.34,9.79
3610.02,14.21,22.81,141.83,135.86,224.57,1768.38,77.59,1082.31,51.57,725.88,87.24,9.79
3611.02,12.15,23.6,142.06,136.28,224.3,1770.64,76.8,1081.83,53.22,727.39,93,9.79
3612.03,10.52,23.31,142.13,136.47,224.77,1751.07,77.09,1084.45,56.21,725.23,86.69,10.17
3612.03,10.52,23.31,142.13,136.47,224.77,1751.07,77.09,1084.45,56.21,725.23,86.69,10.17
3613.03,14.01,23.89,142.25,136.62,224.03,1769.14,76.51,1153.81,51.51,724.59,89.14,9.79
3614.03,17.39,25.22,142.36,136.81,223.78,1757.85,75.18,1108.65,54.56,725.23,90.64,9.41
3615.03,14.1,24.85,142.44,136.96,222.95,1764.62,75.55,1070.24,55.41,725.45,91.44,9.41
3616.04,14.25,24.35,142.59,137.12,222.79,1761.61,76.05,1137.26,56.12,725.88,85.54,9.03
3617.04,14.84,24.77,142.74,137.23,222.61,1779.68,75.63,1123.33,53.64,731.48,88.19,9.41
3618.04,15.42,24.89,142.9,137.38,222.23,1771.4,75.51,1117.54,53.28,728.25,91.19,9.03
3619.05,13.72,25.68,143.01,137.5,221.64,1766.13,74.72,1071.55,51.36,728.9,88.44,9.03
3620.05,13.08,23.56,143.09,137.57,221.35,1776.66,76.84,1164.08,50.32,730.62,85.74,9.03
3621.05,14.67,26.05,143.2,137.5,221.14,1787.2,74.35,1168.29,49.77,728.68,88.39,8.64
3622.05,16.12,24.23,143.32,137.61,221.11,1783.44,76.17,1137.54,51.66,729.54,90.89,8.64
3623.06,11.49,24.77,143.47,137.77,220.99,1770.64,75.63,1140.43,53.13,728.68,93.25,8.26
3624.06,13.62,24.64,143.54,137.92,220.23,1754.83,75.76,1105.48,47.02,732.13,91.6,8.26
3625.06,11.76,25.31,143.66,138.03,219.65,1736.77,75.09,1041.83,55.35,739.02,91.29,7.88
3626.06,14.5,25.8,143.81,138.11,218.36,1726.23,74.6,1013.98,51.45,736.86,88.44,7.88
3627.07,13.03,25.26,143.85,138.11,217.15,1743.54,75.14,1079.69,54.32,730.83,91.09,7.88
3628.07,14.05,25.55,143.93,138.18,215.58,1769.89,74.85,1121.26,47.42,729.54,90.14,7.88
3629.07,12.7,24.93,144.04,138.3,215.04,1781.18,75.47,1133.88,45.38,729.11,88.44,7.5
3630.07,12.42,26.34,143.96,138.3,214.42,1771.4,74.06,1212.21,45.01,726.53,87.14,7.88
3631.08,13.32,25.84,143.93,138.3,213.55,1769.89,74.56,1119.89,50.78,725.67,88.24,7.5
3632.08,14.44,25.8,143.89,138.15,213.01,1781.93,74.6,1187.73,51.91,726.31,87.94,7.12
3633.08,16.33,25.51,143.89,138.15,212.34,1778.17,74.89,1246.06,51.54,724.59,89.29,7.5
3634.08,13.93,24.72,143.89,138.11,211.91,1771.4,75.68,1242.13,61.73,725.67,89.29,7.12
3635.11,13.87,26.26,143.96,138.11,211.21,1769.89,74.14,1189.32,50.93,721.57,92,6.74
3636.11,18.88,24.06,143.96,138.11,211.12,1773.65,76.34,1099.68,54.01,723.51,83.04,6.36
3637.11,14.05,25.35,144.04,138.15,210.77,1761.61,75.05,1098.65,49.56,721.79,83.14,5.97
3638.11,13.88,26.34,144.04,138.15,210.44,1770.64,74.06,1103.06,44.61,721.14,82.29,7.12
3639.11,12.31,26.38,144.08,138.07,209.73,1754.83,74.02,1075.76,46.78,719.42,82.14,7.12
3640.12,12.62,24.68,144.04,138.03,209.24,1753.33,75.72,1057.07,36.96,719.42,88.09,6.74
3641.13,12.52,22.19,143.62,135.44,213.27,1854.19,78.21,1131.75,49.28,744.4,86.54,6.74
3642.14,11.11,22.44,143.35,135.9,213.82,1842.12,77.96,1058.66,50.78,743.76,87.84,6.74
3643.14,11.52,23.81,143.13,136.39,213.53,1844.38,76.59,1090.24,48.76,740.53,87.44,6.74
3644.14,12.8,21.28,143.09,136.7,213.07,1829.31,79.12,1068.1,46.9,739.66,86.74,6.36
3645.14,13.71,22.48,143.05,136.89,212.75,1833.83,77.92,988.47,47.79,737.08,86.74,6.36
3646.14,11.75,23.81,142.93,137.08,211.95,1833.08,76.59,942.75,51.17,738.59,86.24,5.97
3647.15,11.54,23.6,143.01,137.12,211.44,1838.35,76.8,1148.57,55.72,737.3,91.75,6.74
3648.15,12.77,23.19,143.01,137.04,211.33,1826.29,77.21,1010.81,51.91,737.08,89.89,6.36
3649.15,12.52,22.9,143.05,137,210.86,1840.61,77.5,1092.58,48.55,738.8,85.24,6.36
3650.15,12.56,21.9,143.09,137.04,210.19,1851.92,78.5,1087.62,51.54,739.45,85.64,5.97
3651.15,10.96,23.1,143.13,137.04,209.54,1845.14,77.3,1032.94,45.38,737.3,88.09,5.59
3652.16,10.14,23.6,143.2,137.04,209.1,1839.86,76.8,1091.82,47.57,736,87.14,5.59
3653.16,12.49,22.48,143.16,137.08,208.71,1838.35,77.92,1032.11,47.85,737.08,85.44,5.21
3654.16,18.5,22.15,143.2,137.08,208.42,1843.63,78.25,1012.67,55.11,734.71,83.49,5.21
3655.16,18.42,22.23,143.28,137.12,207.84,1844.38,78.17,1044.45,48.61,733.42,79.29,5.21
3656.17,14.91,21.73,143.24,137.12,207.64,1846.65,78.67,1110.99,49.28,734.93,87.74,5.21
3657.17,17.61,21.78,143.28,137.19,207.52,1843.63,78.62,1022.67,46.54,733.2,89.74,5.21
3658.17,18.71,23.64,143.28,137.19,207.14,1851.92,76.76,1056.59,51.39,734.71,90.14,5.59
3659.17,15.29,23.35,143.28,137.27,206.88,1845.14,77.05,1140.71,51.66,736.65,86.09,5.21
3660.18,12.15,22.9,143.24,137.16,206.54,1852.68,77.5,1115.47,50.2,736.86,83.19,5.21
3661.18,13.03,23.27,143.2,137.16,205.93,1840.61,77.13,1091,53.49,733.85,83.54,5.21
3662.18,14.8,21.94,143.24,137.16,205.38,1858.71,78.46,1090.24,49.53,737.3,84.39,5.21
3663.19,13.67,22.4,143.32,137.04,205.07,1842.12,78,1070.52,49.19,734.93,85.14,4.83
3664.19,11.61,23.1,143.28,136.96,204.2,1848.91,77.3,1073.9,51.02,735.36,87.09,4.83
3665.19,13.32,23.44,143.24,137,203.99,1843.63,76.96,1138.85,47.18,732.56,89.79,4.83
3666.19,20.17,21.86,143.28,137.04,203.56,1860.22,78.54,1127.54,49.98,731.7,83.29,4.45
3667.2,17.96,22.73,143.32,137.12,203.42,1860.22,77.67,1137.54,46.84,733.42,84.94,5.21
3668.2,19.38,23.15,143.28,137.19,203.16,1860.22,77.25,1176.7,49.65,732.13,85.69,4.83
3669.2,25.77,22.48,143.32,137.19,203,1860.22,77.92,1137.81,46.47,733.63,84.24,4.83
3670.2,25.23,21.98,143.32,137.19,202.86,1870.02,78.42,1154.64,52.49,733.42,84.99,4.83
3671.2,35.65,21.61,143.32,137.16,203.02,1885.88,78.79,1152.02,49.37,731.05,85.69,4.45
3672.22,11.2,21.28,142.59,135.29,207.52,1817.16,79.12,1092.58,44.4,729.76,91.9,4.07
3673.22,11.71,19.66,142.86,135.78,206.92,1811.12,80.74,1098.65,49.83,727.39,91.95,4.07
3674.24,15.62,19.28,141.68,135.29,205.28,1811.88,81.12,797.13,46.29,722.41,88.24,3.31
3675.24,12.67,19.91,141.75,135.44,204.73,1873.8,80.49,1113.61,45.19,727.8,91.85,3.31
3676.24,12.97,20.28,141.91,135.63,203.97,1860.21,80.12,1030.25,50.5,724.57,89.29,3.31
3677.24,18.88,19.95,141.91,135.78,203.62,1869.27,80.45,1162.22,47.36,721.34,83.89,3.69
3678.25,16.94,19.91,141.79,136.05,203.31,1845.1,80.49,1144.64,49.37,721.12,85.04,3.69
3679.27,12.35,21.32,141.75,136.16,203.31,1836.8,79.08,1067.9,52.79,721.12,90.79,3.31
3680.27,13.66,20.94,141.87,136.28,202.46,1827.73,79.46,1088.93,52.42,719.18,80.89,3.31
3681.29,12.41,20.53,141.94,136.28,202.11,1872.29,79.87,1103.06,55.47,730.39,90.89,3.31
3682.29,11.39,20.78,142.02,136.43,201.62,1864.74,79.62,1099.13,50.96,728.66,91.85,3.31
3683.3,11.1,22.11,142.06,136.58,201.39,1877.58,78.29,1121.47,42.81,729.1,93.75,2.92
3684.3,11.68,20.99,142.17,136.51,201.36,1881.35,79.41,1134.92,45.16,729.53,93.75,3.31
3685.3,11.07,21.98,142.36,136.77,200.47,1870.02,78.42,1175.94,50.14,729.53,94.55,3.31
3686.3,10.05,19.99,142.44,136.66,201.04,1869.27,80.41,1133.61,51.23,729.1,94.1,3.31
3687.31,12.11,19.7,142.48,136.28,202.06,1863.23,80.7,1197.73,49.56,729.31,89.04,2.92
3688.31,10.8,20.61,142.52,135.9,202.75,1853.41,79.79,1145.95,55.44,729.1,89.59,2.92
3689.31,12.62,20.36,142.52,136.01,203.36,1857.94,80.04,1152.78,54.44,726.73,93.4,2.92
3690.33,18.67,21.48,142.48,135.97,205.29,1860.96,78.92,1091.55,55.69,725,88.39,2.54
3691.34,16.05,20.57,142.48,136.01,206.3,1852.66,79.83,1211.66,51.6,723.92,88.69,2.92
3692.34,21.48,21.03,142.44,136.13,206.9,1857.94,79.37,1129.4,55.54,723.92,88.69,2.92
3693.34,19.61,21.48,142.36,136.24,207.45,1860.21,78.92,1160.64,53.98,723.28,85.59,2.92
3694.34,22.85,20.61,142.36,136.32,208.44,1857.19,79.79,1113.34,57.43,723.28,82.14,2.54
3695.35,21.11,20.74,142.36,136.35,208.78,1873.8,79.66,1170.36,53.52,728.45,83.84,2.92
3696.35,22.55,20.78,142.4,136.47,208.94,1876.07,79.62,1158.02,51.94,724.57,82.94,2.92
3697.35,22.41,20.65,142.44,136.58,209.88,1876.82,79.75,1184.84,49.89,723.06,83.59,2.92
3698.35,23.12,21.15,142.48,136.7,207.87,1856.43,79.25,1147.53,57.64,726.51,87.04,2.54
3699.35,21.48,20.78,142.52,136.7,208.65,1871.53,79.62,1160.64,56.33,723.92,87.44,2.92
3700.36,23.44,20.94,142.52,136.66,208.73,1859.45,79.46,1140.92,53.71,725.43,86.19,2.92
3701.36,24.72,19.82,142.52,136.51,208.84,1882.86,80.58,1168.56,52.58,721.98,86.69,2.92
3702.36,25.06,21.94,142.55,136.47,208.81,1870.78,78.46,1166.43,58.43,723.28,84.69,2.92
3703.37,21.74,20.86,142.55,136.51,208.92,1877.58,79.54,1155.67,57.85,723.49,84.19,2.92
3704.38,19.28,18.91,142.25,135.78,207.1,1854.17,81.49,835.47,54.1,730.17,94.9,2.54
3705.38,17,15.88,142.48,136.01,206.63,1865.49,84.52,1036.59,60.81,727.37,92,2.92
3706.38,16.21,16.21,142.59,136.35,206.97,1875.31,84.19,843.67,64.72,731.68,92.3,2.92
3707.38,17.18,20.86,142.48,136.77,206.91,1868.51,79.54,1013.7,46.93,731.47,93.5,2.92
3708.38,15.09,20.78,142.55,137.12,206.54,1866.99,79.62,1153.33,45.13,731.9,95.55,3.31
3709.39,16.18,19.08,142.63,137.16,206.18,1871.53,81.32,1183.8,50.47,730.39,95.25,3.31
3710.39,15.29,16.75,142.74,137.23,205.77,1878.34,83.65,1052.59,51.72,729.96,91.95,3.31
3711.39,13.37,15.13,142.78,137.27,204.93,1880.61,85.27,1143.6,47.24,730.39,92.05,3.31
3712.39,15.16,17.21,142.86,137.35,204.54,1879.85,83.19,1170.15,45.35,728.02,94.05,3.69
3713.4,13.88,15.79,143.01,137.27,203.55,1882.88,84.61,1238.76,42.66,730.17,87.34,3.31
3714.4,15.01,18.04,143.05,137.19,203.11,1882.12,82.36,1185.87,49.74,734.36,92.15,3.31
3715.4,16.47,18.87,143.09,137.16,202.69,1879.85,81.53,1155.95,53.77,726.51,90.39,3.31
3716.4,14.94,18.08,143.13,137.08,202.14,1892.71,82.32,1151.47,52.61,731.9,91.29,3.69
3717.4,19.59,19.16,143.16,137.19,202.13,1897.25,81.24,1145.4,52.85,728.45,91.14,3.31
3718.41,16.11,20.49,143.2,137.35,201.65,1892.71,79.91,1144.91,51.51,730.39,90.24,3.31
3719.41,15.82,20.24,143.24,137.46,201.35,1890.44,80.16,1106.79,50.68,729.53,90.09,3.31
3720.41,16.19,20.53,143.24,137.5,200.63,1894.22,79.87,1238.2,48.58,730.17,89.94,3.69
3721.41,16.08,18.66,143.35,137.65,200.43,1891.96,81.74,1239.24,50.23,735.87,89.49,3.69
3722.42,16.56,20.74,143.43,137.77,199.82,1886.66,79.66,1199.59,51.14,729.1,91.24,3.31
3723.42,18.99,18.95,143.51,137.73,199.61,1897.25,81.45,1153.05,47.27,729.1,91.29,3.31
3724.42,14.79,20.78,143.51,137.73,199.48,1891.96,79.62,1156.98,51.3,730.17,92.75,2.92
3725.42,15.42,19.53,143.58,137.84,198.95,1898.01,80.87,1127.26,50.35,729.31,93.85,3.31
3726.43,15.3,19.2,143.66,137.92,198.63,1901.03,81.2,1143.81,47.36,727.8,92.2,3.31
3727.43,19.41,19.74,143.74,137.88,198.42,1901.79,80.66,1061.28,54.25,726.08,90.94,2.92
3728.43,19.2,19.16,143.74,137.88,197.75,1903.3,81.24,1113.89,50.01,728.66,87.84,3.31
3729.43,16.66,20.16,143.77,137.92,197.88,1903.3,80.24,1103.06,49.28,729.31,91.14,3.31
3730.44,16.18,19.62,143.85,137.8,198.5,1905.57,80.78,1178.56,47.48,728.45,91.49,3.31
3731.44,14.98,19.86,143.85,137.38,199.83,1901.79,80.54,1158.02,46.23,729.96,93.95,3.31
3732.44,16.95,20.82,143.81,137.08,200.79,1913.13,79.58,1165.94,46.54,727.8,86.84,3.31
3733.44,17.42,19.53,143.85,137,201.32,1905.57,80.87,1142.29,55.29,727.37,91.09,3.31
3734.45,18.51,19.95,143.85,136.96,202.2,1910.11,80.45,1099.41,53.34,727.8,90.89,3.31
3735.47,9.47,9.98,144.12,135.94,199.06,1887.42,90.42,1164.36,55.66,732.11,92.35,3.31
3736.47,11.9,19.62,144.27,136.16,197.73,1889.69,80.78,1299.22,54.71,734.58,91.75,3.31
3737.47,10.61,20.28,143.93,136.39,197.12,1835.98,80.12,1268.2,54.62,736.64,95.7,3.31
3738.47,9.46,19.82,143.74,136.24,198.07,1842.79,80.58,1250.55,53.61,735.78,93.05,3.31
3739.47,10.33,20.49,143.62,134.91,204.24,1862.46,79.91,1263.99,54.53,739.53,90.54,3.69
3740.47,10.32,20.99,143.32,133.23,212.46,1855.65,79.41,1260.54,53.8,741.04,91.54,3.31
3741.48,8.98,19.74,143.09,132.5,220.83,1849.6,80.66,1173.25,58.16,737.5,92.75,3.69
3742.48,10.71,18.08,142.36,132.43,226.08,1841.28,82.32,1149.88,54.19,740.95,92.65,3.31
3743.48,10.17,18.25,141.71,134.18,226.25,1775.47,82.15,1118.37,45.19,725.65,88.29,3.31
3744.49,10.35,18.2,134.55,135.13,226.2,1782.28,82.2,1236.62,45.07,725.43,84.49,3.69
3745.49,13.08,18.33,141.56,135.63,226.19,1781.52,82.07,1282.4,48.92,723.28,84.79,4.07
3746.49,11.32,19.16,141.64,135.97,225.72,1789.84,81.24,1237.93,52.61,722.85,89.64,4.07
3747.49,9.81,18.74,141.79,136.05,225.33,1775.47,81.66,1253.72,55.29,726.51,84.74,3.69
3748.5,12.8,17.71,141.91,136.01,224.74,1784.55,82.69,1207.18,57.73,724.57,87.79,3.69
3749.5,11.28,17.79,141.94,135.94,223.79,1789.84,82.61,1144.91,57,728.76,88.24,3.69
3750.5,11.53,20.16,142.1,135.97,223.85,1797.41,80.24,1209.8,57.06,728.33,87.39,3.69
3751.5,10.75,18.7,142.36,135.94,223.56,1818.58,81.7,1273.16,56.88,729.31,83.09,4.07
3752.51,10.41,18.33,142.55,136.01,223.13,1823.12,82.07,1230.62,55.75,728.88,89.59,4.07
3753.51,10,18.7,142.67,136.2,222.3,1820.1,81.7,1201.94,54.74,728.23,81.39,3.69
3754.51,10.68,18.7,142.78,136.43,221.8,1817.83,81.7,1231.65,55.02,728.88,80.29,4.45
3755.52,10.81,18.37,142.9,136.66,221.38,1829.17,82.03,1175.11,53.34,730.17,81.69,4.07
3756.52,12.36,18.7,143.01,137.08,221.3,1843.55,81.7,1209.59,55.47,728.02,83.69,4.45
3757.52,16.04,19.66,143.13,137.38,221.2,1836.74,80.74,1160.43,49.25,729.74,80.89,4.83
3758.52,10.03,18.45,143.32,137.69,221.4,1823.12,81.95,1191.94,52.82,727.8,90.69,4.45
3759.53,9.5,18.12,143.47,137.61,221.28,1823.12,82.28,1253.72,58.28,728.66,84.29,4.83
3760.53,10,19.28,143.66,137.61,221.04,1821.61,81.12,1161.74,56.7,727.8,90.99,4.83
3761.53,9.81,18.37,143.81,137.61,220.97,1820.76,82.03,1252.96,53.31,726.94,91.44,4.83
3762.54,10.47,18.29,143.93,137.54,220.98,1823.79,82.11,1184.35,54.32,726.94,93.1,4.45
3763.54,12.58,18.7,143.96,137.5,220.85,1826.82,81.7,1202.21,52.97,726.51,93.75,4.83
3764.54,11.54,17.83,144.08,137.46,221.4,1829.09,82.57,1152.02,55.2,725.65,93.25,4.83
3765.55,11.61,18.74,144.12,137.77,221.38,1824.55,81.66,1092.58,56.27,725.86,93.45,4.83
3766.55,11.08,18.12,144.23,137.92,222.59,1831.37,82.28,1236.62,54.32,725.43,93.6,5.21
3767.82,10,5,141.98,133.23,231.68,1825,103.92,332.06,0,295.49,6.19,4.07
3769.06,22.29,4,140.38,132.77,223.8,1801.06,104.79,649.1,94.56,733.11,96.8,5.97
3770.14,22.68,4.61,140.46,132.77,223.81,1813.94,99.68,664.61,107.59,733.54,98.2,5.97
3771.23,21.54,2.95,140.61,132.66,223.82,1802.58,101.34,680.95,119.45,732.04,95.85,5.59
3772.29,15.16,20.68,140.76,132.66,223.81,1828.34,83.61,723.22,122.78,727.3,95.45,5.97
3773.3,11.49,28.64,143.32,137.38,224.74,1796.52,78.65,743.49,42.9,718.75,94.8,6.36
3774.3,12.17,29.23,143.43,137.27,225.03,1795,78.06,787.41,43.45,718.97,94.6,5.97
3775.3,11.6,28.08,143.51,137.31,225.59,1791.97,79.21,574.22,43.39,718.75,91.65,6.36
3776.32,11.03,28.51,143.54,137.38,226.44,1797.27,78.78,744.52,39.92,718.53,90.59,6.36
3777.32,12.23,29.15,143.62,137.54,226.69,1795.76,78.14,721.15,42.33,718.32,92.4,5.97
3778.32,11.1,28.64,143.7,137.69,227.22,1791.21,78.65,624.69,43.64,720.26,93.9,5.97
3779.33,9.97,27.57,143.77,137.84,228.38,1793.49,79.72,751.14,49.19,721.12,93.75,5.97
3780.35,9.78,29.11,143.89,138.11,228.95,1772.27,78.18,773.21,41.32,726.94,92.6,6.36
3781.35,9.94,28.34,144.04,138.34,228.62,1684.39,78.95,683.85,50.41,739.66,92.75,5.97
3782.35,11.27,27.66,144.19,138.6,228.38,1741.97,79.63,735.08,39.7,730.82,93.1,5.97
3783.35,12.36,28.55,144.27,138.68,228.92,1769.24,78.74,782.93,38.21,726.94,93.5,6.36
3784.36,11.92,28.25,144.46,138.87,229.74,1776.82,79.04,796.03,39.67,724.57,93.05,6.36
3785.36,11.53,29.15,144.96,139.06,228.9,1779.85,78.14,644.13,40.07,723.49,95.25,6.36
3786.36,11,27.96,144.84,139.29,227.49,1773.03,79.33,753.97,38.15,724.79,93.15,6.36
3787.36,10.97,28.51,144.84,139.37,227.18,1762.42,78.78,706.67,38.18,726.51,93.3,6.36
3788.37,11.53,28.68,144.92,139.48,227.49,1765.45,78.61,714.8,41.41,726.51,92,6.36
3789.37,10.55,29.02,144.99,139.63,228.06,1768.48,78.27,619.65,40.98,726.73,92.45,6.74
3790.37,10.1,28.89,145.22,139.63,228.22,1773.03,78.4,689.09,43.61,725.86,92.05,5.97
3791.37,11.42,28.25,145.34,139.67,228.52,1775.3,79.04,757.69,39.85,725,89.19,6.36
3792.38,9.65,27.66,145.34,139.82,227.94,1778.33,79.63,584.97,37.93,724.79,89.24,6.74
3793.38,17.03,28.21,145.3,139.86,228.27,1800.3,79.08,931.72,24.45,720.91,87.59,7.12
3794.38,13.26,28.51,145.34,139.6,229.21,1781.36,78.78,785,34.73,723.49,87.59,6.74
3795.38,16.18,28.47,145.34,139.21,231.5,1814.7,78.82,862.29,31.13,719.18,88.74,6.74
3796.39,14.9,28.68,145.37,138.95,232.82,1816.21,78.61,719.29,40.28,717.24,86.64,6.36
3797.39,12.71,28.89,145.34,138.72,234.79,1822.28,78.4,758.73,30.95,717.89,87.69,6.36
3798.4,12.4,27.91,144.65,137.8,236.61,1812.43,79.38,828.64,87.27,720.69,89.69,7.12
3799.4,12.11,28.21,144.69,138.18,236.3,1862.43,79.08,907.8,70,731.47,87.19,7.12
3800.4,12.07,28.13,144.8,138.57,236.51,1866.97,79.16,916.69,67.83,729.53,87.19,7.12
3801.4,11.63,27.96,144.88,138.87,236.51,1861.67,79.33,856.29,71.74,728.45,86.79,7.12
3802.41,12.97,28.81,144.88,139.18,236.9,1858.64,78.48,851.26,66.64,728.88,89.09,7.12
3803.41,14.42,28.68,144.88,139.33,236.92,1860.16,78.61,850.22,64.69,729.53,88.54,7.12
3804.41,14.42,27.87,144.99,139.4,236.73,1863.19,79.42,850.98,86.35,729.1,92.55,7.12
3805.41,12.6,27.15,145.07,139.56,236.56,1853.34,80.14,994.81,68.66,729.1,93.7,7.5
3806.41,15.1,28.94,145.22,139.48,237.52,1875.31,78.35,1123.89,56.3,725.43,91.95,7.5
3807.42,14.42,28.98,145.37,139.56,237.69,1894.25,78.31,1098.65,53.03,722.63,91.24,7.88
3808.42,15.15,27.79,145.45,139.67,238.07,1938.95,79.5,1174.08,55.57,715.09,86.39,7.88
3809.44,12.95,29.87,145.53,139.79,238.1,1887.43,77.42,1094.65,51.75,723.49,85.34,7.5
3810.44,12.62,27.83,145.68,139.98,238.1,1856.37,79.46,1088.93,54.74,729.1,87.24,7.5
3811.46,10.39,29.79,145.87,140.13,236.95,1848.79,77.5,1103.89,46.96,730.6,91.24,7.5
3812.47,11.5,29.19,145.95,140.28,236.47,1853.34,78.1,1093.62,49.62,730.39,93.05,7.5
3813.47,12.19,28.64,146.1,140.28,236.21,1849.55,78.65,1011.63,37.9,731.04,89.44,7.12
3814.47,12.45,28.34,146.18,140.4,236.04,1850.31,78.95,1000.81,41.44,729.31,92.05,7.5
3815.47,12.49,28.81,146.25,140.47,235.75,1857.88,78.48,1146.5,41.14,729.31,80.84,7.88
3816.48,13.32,28.85,146.33,140.62,235.74,1847.28,78.44,955.65,41.78,730.82,88.44,7.12
3817.48,14.43,29.19,146.4,140.7,234.98,1848.03,78.1,1068.1,39.43,730.17,90.64,7.5
3818.48,11.75,28.38,146.52,140.78,234.77,1838.19,78.91,1076.03,43.55,729.96,91.8,7.88
3819.48,12.93,29.57,146.56,140.78,234.49,1841.97,77.72,1026.04,35.19,728.88,92.1,8.64
3820.48,13.93,28,146.63,140.82,234.37,1840.46,79.29,1025.29,34.64,728.02,89.94,8.64
3821.49,12.59,29.87,146.67,140.85,234.22,1838.94,77.42,1071.83,40.07,729.1,83.19,8.64
3822.49,11.84,27.49,146.71,140.85,234.24,1841.97,79.8,994.53,36.93,729.53,85.74,8.26
3823.49,12.94,28.89,146.79,140.93,234.74,1845.76,78.4,1108.85,39.67,728.88,85.89,8.64
3824.49,17.11,28.04,146.82,140.51,236.8,1847.28,79.25,848.91,50.32,728.23,85.29,8.26
3825.5,14.73,28.72,146.79,140.05,238.89,1842.73,78.57,800.23,58.62,729.74,86.34,7.88
3826.5,11.87,28.17,146.67,139.67,241.7,1848.03,79.12,908.83,53.8,729.1,87.54,8.26
3827.5,12.75,28.47,146.56,139.14,244.14,1850.31,78.82,842.57,56.42,728.66,87.64,8.26
3828.5,18.21,27.79,146.48,138.95,245.88,1845.76,79.5,820.78,56.24,728.88,88.19,7.88
3829.5,14.92,28.81,146.44,138.87,248.13,1845.76,78.48,775.55,56.48,730.39,89.54,7.88
3830.51,13.02,28.13,146.25,138.83,249.87,1846.52,79.16,862.29,58.19,731.25,89.04,8.26
3831.8,13,27.91,145.87,139.75,239.29,1821.52,79.38,808.16,38.21,728.16,80.49,7.88
3832.8,13.66,29.15,145.87,139.86,240.54,1835.91,78.14,973.78,18.62,721.27,83.49,8.26
3833.8,20.65,28.3,145.83,139.98,241.12,1843.49,78.99,867.53,24.75,723.85,85.39,8.64
3834.8,21.59,28.38,145.79,140.01,241.2,1814.7,78.91,852.29,25.54,719.98,86.19,8.26
3835.81,38.29,27.4,145.83,140.01,241.11,1840.46,79.89,911.45,15.78,723.21,86.44,8.26
3836.81,36.78,29.28,145.87,139.98,241.22,1838.19,78.01,1001.09,22.62,719.33,85.84,8.64
3837.81,51.18,27.79,145.83,140.13,241.35,1835.91,79.5,899.87,21.06,719.33,87.09,8.26
