Depth(ft),ROP(1 ft),weight on bit (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow Out %,WH Pressure (psi)
3838.81,45.61,29.32,145.87,140.09,241.5,1827.58,77.97,873.6,25.39,721.27,86.79,8.64
3839.81,39.93,28.85,145.87,140.05,241.44,1813.94,78.44,889.94,21.55,718.68,87.84,8.64
3840.81,46.18,28.34,145.83,140.13,241.48,1839.7,78.95,859.94,17.98,722.13,85.49,8.64
3841.81,31.94,28.68,145.91,140.13,241.72,1824.55,78.61,918.28,19.96,721.05,84.04,8.64
3842.81,21.61,27.32,145.95,140.21,241.88,1798.79,79.97,866.01,33.17,721.7,79.14,8.26
3843.82,21.59,28.42,145.95,140.13,242.34,1800.3,78.87,715.08,34.06,721.7,86.49,8.26
3844.82,21.08,27.66,145.98,140.09,242.62,1792.73,79.63,794.24,39.58,722.34,86.64,8.64
3845.82,20.05,28.94,146.1,139.9,242.88,1795,78.35,736.39,34.12,716.53,87.29,7.88
3846.82,19.5,28.42,146.14,140.09,242.87,1805.61,78.87,804.72,32.41,716.53,81.84,8.64
3847.82,21.1,29.23,146.18,139.94,242.91,1808.64,78.06,899.66,33.32,713.52,85.34,8.26
3848.83,23.27,28.89,146.21,139.98,243.49,1843.49,78.4,844.15,19.63,709.85,84.89,8.64
3849.85,19.05,28.51,146.21,140.05,243.89,1824.55,78.78,730.32,30.67,713.08,85.59,7.88
3850.85,15.54,29.19,146.25,140.05,244.02,1812.43,78.1,826.3,24.75,713.3,89.64,8.26
3851.85,12.7,28.42,146.29,140.09,244.41,1811.67,78.87,931.72,39.34,712.22,90.59,7.88
3852.85,13.41,29.06,146.33,140.05,244.56,1788.94,78.23,689.84,33.6,720.62,93,7.5
3853.86,12.84,28.38,146.44,140.05,244.57,1776.82,78.91,775.83,36.93,721.48,92,7.88
3854.86,15.1,29.32,146.44,140.13,244.73,1797.27,77.97,783.96,30.98,720.84,90.39,7.88
3855.86,16.55,28.04,146.4,140.13,244.69,1797.27,79.25,880.15,25.09,720.62,89.64,7.88
3856.86,23.9,28.13,146.44,140.09,245.01,1792.73,79.16,777.89,18.44,714.16,91.75,8.26
3857.87,21.6,29.23,146.44,140.01,245.29,1790.46,78.06,771.9,31.49,720.19,91.49,7.88
3858.87,21.86,28.42,146.44,140.17,245.42,1791.21,78.87,853.39,25.85,717.61,91.65,7.88
3859.87,25.76,27.7,146.48,140.24,245.84,1805.61,79.59,743.21,22.52,719.55,90.04,7.88
3860.87,13.31,28.72,146.52,140.28,246.23,1789.7,78.57,739.56,40.1,723.42,90.59,7.88
3861.89,16.22,27.27,145.91,139.21,246.44,1846.52,80.02,999.78,42.6,725.58,91.29,8.64
3862.89,22.6,28.47,145.98,139.29,246.84,1820.76,78.82,926.96,58.19,722.78,92,7.88
3863.89,20.83,29.62,146.02,139.37,246.86,1829.85,77.67,972.2,50.59,722.56,91.19,7.88
3864.89,16.1,27.91,146.1,139.44,246.87,1811.67,79.38,798.92,63.77,723.85,93.1,7.5
3865.89,17.34,29.02,146.18,139.67,247.23,1810.15,78.27,919.1,51.66,722.99,91.85,8.26
3866.89,13.66,28.64,146.29,139.75,247.67,1798.79,78.65,839.47,60.81,723.85,91.85,7.5
3867.9,11.42,27.91,146.33,139.94,248.52,1791.21,79.38,862.29,61.82,722.56,90.29,7.5
3868.9,12.97,27.66,146.33,140.01,248.63,1787.42,79.63,932.48,62.74,720.41,91.85,7.5
3869.9,12.05,29.79,146.37,140.05,249.43,1785.91,77.5,925.38,57.09,719.33,93.25,7.88
3870.9,11.52,28.51,146.29,140.21,250.12,1841.22,78.78,903.87,56.12,718.25,88.84,7.88
3871.9,12.75,28.25,146.33,140.24,250.55,1823.79,79.04,796.3,59.44,717.18,86.49,7.88
3872.91,14.85,30,146.4,140.36,250.59,1796.52,77.29,861.53,56.73,724.07,84.34,8.26
3873.91,17.25,29.15,146.48,140.43,250.57,1792.73,78.14,883.87,56.66,721.91,84.59,8.26
3874.91,14.49,28.13,146.56,140.51,250.83,1781.36,79.16,881.53,45.93,721.05,87.19,7.88
3875.91,12.36,28.47,146.67,140.62,251.79,1799.55,78.82,863.87,21.88,723.42,83.89,8.26
3876.91,13.1,28,146.79,140.66,252.25,1770.76,79.29,805.27,27.86,722.56,88.89,8.64
3877.94,12.81,29.23,146.9,140.74,252.3,1788.18,78.06,738.25,34.27,725.58,90.99,9.03
3878.94,12.03,30.13,147.01,140.89,252.78,1791.97,77.16,1028.46,20.69,723.85,92.2,9.79
3879.94,12.86,28.21,147.05,141.04,252.55,1794.24,79.08,852.84,10.99,727.3,91.24,10.17
3880.94,13.51,28.17,147.13,141.23,252.6,1797.27,79.12,995.09,38.3,726.44,93.25,10.55
3881.94,17.09,28.51,147.13,141.39,252.53,1792.73,78.78,882.01,69.91,725.36,88.99,10.55
3882.95,14.86,28.51,147.13,141.54,252.41,1784.39,78.78,823.95,74.42,723.42,90.74,10.55
3883.95,13.77,29.02,147.17,141.65,252.57,1816.97,78.27,846.5,59.38,722.34,91.24,10.55
3884.95,12.11,28.76,147.24,141.77,252.62,1807.12,78.53,861.53,54.1,724.93,89.44,10.93
3885.95,12.18,27.96,147.32,141.96,252.41,1804.09,79.33,785.82,61.21,724.93,89.24,10.93
3886.96,13.82,28.76,147.43,142.07,252.23,1804.85,78.53,916.21,58.19,730.31,85.34,10.93
3887.96,11.71,28.89,147.62,142.19,252.26,1821.52,78.4,779,40.77,729.02,87.54,10.55
3888.96,17.87,28.89,147.74,142.38,252.25,1826.82,78.4,878.35,59.65,730.74,88.54,10.55
3889.96,17.26,28.51,147.85,142.49,252,1835.15,78.78,951.44,57.49,731.18,90.49,10.17
3890.96,21.87,29.15,147.93,142.61,251.89,1829.09,78.14,972.47,48.12,727.51,89.84,10.17
3891.97,22.41,28.17,148.01,142.68,251.11,1822.28,79.12,845.74,61.73,731.39,90.39,10.17
3892.97,17.75,27.62,148.12,142.8,250.65,1826.82,79.67,784.79,55.23,732.25,89.94,9.79
3894,22.15,27.14,147.32,142.34,248.86,1734.39,90.15,747.42,46.41,715.02,89.64,9.03
3895,26.46,27.49,147.55,142.19,249.01,1757.12,79.8,910.69,53.37,712.87,88.49,9.41
3896,21.72,28.85,147.7,142.19,248.82,1760.15,78.44,865.18,56.57,714.16,82.74,8.64
3897,21.47,28.89,147.81,142.23,248.6,1806.37,78.4,980.33,56.94,724.28,85.59,9.41
3898,20.37,28.17,147.93,142.26,248.47,1792.73,79.12,816.85,54.62,724.28,88.14,8.26
3899,15.81,28.59,148.12,142.42,248.08,1817.73,78.7,961.16,50.38,728.59,91.19,8.64
3900.01,16.77,28.38,148.23,142.57,247.49,1818.49,78.91,892.56,62.86,727.73,89.89,8.26
3901.01,19.4,28.3,148.23,142.68,247.32,1809.4,78.99,952.2,56.82,725.58,87.39,8.26
3902.01,22.38,28.17,148.31,142.76,247.33,1810.91,79.12,730.87,55.93,723.42,89.79,7.88
3903.01,18.39,28.47,148.42,142.84,246.88,1820.76,78.82,781.34,45.41,724.28,89.34,7.5
3904.01,18.21,28.55,148.35,142.95,246.87,1821.52,78.74,898.56,49.34,726.22,90.29,7.88
3905.02,18.31,28.59,148.46,143.03,246.87,1812.43,78.7,939.58,43.06,725.14,88.04,7.5
3906.02,15.35,28.85,148.5,143.14,246.83,1810.91,78.44,885.18,53.06,726.65,86.54,7.12
3907.02,15.47,29.11,148.5,143.22,246.27,1815.46,78.18,925.38,46.02,724.07,84.19,7.12
3908.02,12.75,29.02,148.58,143.18,245.23,1796.52,78.27,888.83,51.75,725.36,87.79,6.74
3909.02,13.21,28.81,148.65,143.22,244.92,1807.88,78.48,860.5,43.33,724.5,89.04,6.74
3910.02,13.8,28.51,148.73,143.37,244.92,1810.15,78.78,840.98,46.41,726.01,89.44,6.74
3911.03,17.56,28.34,148.81,143.29,244.94,1810.91,78.95,895.66,44.55,721.91,81.59,5.97
3912.03,21.99,29.62,148.84,143.18,244.96,1806.37,77.67,1031.08,42.72,721.7,88.24,6.36
3913.03,17.86,28.98,148.88,143.1,244.92,1806.37,78.31,837.33,38.94,723.85,83.79,5.97
3914.03,17.34,28.25,148.88,143.18,244.58,1806.37,79.04,917.24,50.11,724.28,88.64,5.97
3915.03,17.86,28.04,148.84,143.26,244.17,1808.64,79.25,761.07,48.52,723.85,86.49,6.36
3916.04,19.39,27.1,148.88,143.26,243.66,1826.82,80.19,875.73,45.44,726.87,88.19,6.74
3917.04,24.71,27.49,148.88,143.26,243.24,1848.03,79.8,1097.55,54.62,724.28,87.64,6.74
3918.04,27.97,29.57,148.92,143.29,243.19,1841.97,77.72,998.46,53.4,725.36,85.14,6.74
3919.04,21.73,27.23,148.92,143.29,243.19,1841.97,80.06,975.57,49.37,724.07,87.84,6.36
3920.04,31.37,27.4,148.96,143.29,243.19,1864.7,79.89,1368.31,34.7,721.27,89.34,7.5
3921.05,27.75,29.62,149,143.29,243.18,1834.4,77.67,1500.28,39.79,722.56,88.39,7.12
3922.05,25.76,28.81,148.96,143.33,243.18,1833.64,78.48,1059.21,60.23,723.64,89.29,6.74
3923.05,28.37,28.25,149,143.33,243.11,1845.76,79.04,1214.83,44.55,724.07,90.94,6.74
3924.05,26.34,28.3,149.03,143.41,242.83,1831.37,78.99,996.4,53.03,723.21,93.5,6.36
3925.05,21.87,27.66,149.03,143.41,242.39,1838.19,79.63,919.59,55.72,722.78,94.35,5.97
3926.06,20.17,28.13,149.23,143.41,241.29,1842.73,79.16,995.29,53.06,726.87,92.15,5.97
3927.08,24.66,29.49,149.72,143.41,241.24,1839.7,77.8,1047.07,44.31,722.99,94.45,5.97
3928.09,25.19,28.85,148.62,142.65,237.94,1874.55,78.44,1139.88,43.67,725.58,92.05,5.97
3929.09,22.83,29.23,148.77,142.84,237.89,1864.7,78.06,1034.73,75.86,724.5,91.7,5.97
3930.11,25.34,29.06,148.84,142.91,237.89,1856.37,78.23,1098.65,52.21,722.78,90.49,5.97
3931.11,21.97,29.4,149.03,142.99,237.55,1844.25,77.89,1077.62,45.8,720.62,89.24,5.97
3932.12,18.22,30,149.11,143.14,237.46,1840.46,77.29,1454.02,55.2,723.21,90.94,6.36
3933.12,17.27,29.57,149.23,143.26,237.14,1829.85,77.72,1440.92,48.7,720.41,91.34,6.36
3934.12,15.42,27.49,149.3,143.37,236.12,1856.37,79.8,844.98,46.6,730.1,95.35,5.59
3935.12,15.56,28,149.26,143.48,235.81,1837.43,79.29,920.9,55.54,726.87,92.55,5.59
3936.13,16.18,28.59,149.26,143.56,235.71,1846.52,78.7,966.13,52.55,728.59,92.15,5.59
3937.15,19.64,29.23,149.26,143.52,235.68,1871.52,78.06,1026.04,44.8,724.28,91.49,6.36
3938.15,19.5,27.87,149.26,143.52,235.73,1870.76,79.42,903.04,44.37,727.94,87.69,5.97
3939.15,23.58,27.57,149.26,143.52,234.97,1870.76,79.72,961.92,49.1,732.04,86.64,5.97
3940.15,22.98,23.27,149.26,143.48,234.63,1847.28,84.02,1148.02,60.11,735.05,85.94,6.36
3941.15,20.24,19.74,149.3,143.52,234.18,1841.22,87.55,943.24,47.85,732.9,88.59,5.97
3942.15,20.14,20.67,149.34,143.52,233.95,1824.55,86.61,877.8,54.16,726.65,89.39,5.59
3943.16,18.88,20.38,149.42,143.45,233.73,1843.49,86.91,859.39,45.89,728.81,92.55,5.59
3944.16,23.25,20.5,149.45,143.48,233.09,1860.91,86.79,932.48,34.21,726.87,92.65,6.36
3945.16,24.9,19.74,149.45,143.48,232.93,1852.58,87.55,938.55,48.46,728.38,91.85,5.97
3946.16,22.83,20.21,149.49,143.52,232.43,1851.06,87.08,996.12,55.57,728.38,93.65,5.97
3947.16,16.93,20.33,149.49,143.48,232.01,1837.43,86.96,877.04,52.09,727.51,92.15,5.97
3948.18,15.39,21.1,149.45,143.41,230.47,1811.67,86.19,950.89,47.66,731.61,90.39,5.59
3949.18,12.38,20.76,149.42,143.33,228.76,1813.94,86.53,964.82,46.84,729.67,88.49,5.59
3950.19,13.36,19.91,149.38,143.33,228.76,1823.03,87.38,809.75,48.27,727.73,89.84,5.21
3951.19,14.9,20.08,149.42,143.45,228.75,1839.7,87.21,939.86,55.32,729.02,94.55,5.59
3952.19,14.3,20.04,149.38,143.37,228.42,1829.85,87.25,899.11,55.35,727.51,92.9,5.21
3953.19,15.96,20.46,149.45,143.33,228.43,1840.46,86.83,958.27,50.72,727.73,95.1,5.21
3954.19,16.26,20.59,149.49,143.14,227.39,1838.94,86.7,990.33,51.11,726.65,94.55,5.21
3955.2,20.03,19.7,149.49,142.84,227.73,1829.85,87.59,1000.33,55.87,725.58,94.35,5.21
3956.2,20.84,19.61,149.42,142.45,229.56,1842.73,87.68,1012.67,49.68,726.44,92.2,4.83
3957.2,23.42,20.67,149.26,142,230.46,1834.4,86.61,1016.12,51.72,726.22,92.35,4.83
3958.21,13.2,19.61,147.97,139.21,239.42,1832.12,87.68,982.47,46.05,729.88,93.9,4.45
3959.21,13.13,20.21,147.97,139.37,241.09,1811.67,87.08,1020.8,49.37,724.07,94.8,4.45
3960.22,14.9,19.95,147.89,139.94,241.4,1810.91,87.34,1011.63,48.55,724.5,94.3,4.45
3961.22,11.45,20.12,147.66,140.74,241.81,1814.7,87.17,1429.33,43.52,726.87,92.9,4.83
3962.23,4.8,16.16,144.54,138.79,216.34,1866.22,91.13,1176.7,44.31,725.14,88.69,7.88
3963.23,14.73,17.52,144.76,139.1,216.63,1870.01,89.77,1010.53,51.11,727.08,89.74,7.5
3964.23,16.32,17.86,144.99,139.33,216.63,1879.85,89.42,1068.66,43.36,729.02,89.29,7.88
3965.23,13.82,17.14,145.22,139.52,216.63,1879.1,90.15,911.73,49.37,730.1,90.19,7.88
3966.24,15.28,17.06,145.41,139.63,216.59,1870.76,90.23,931.72,53.25,726.44,90.34,7.5
3967.24,15.69,17.57,145.53,139.75,216.6,1879.85,89.72,1072.86,57.98,729.45,91.04,8.26
3968.24,18.5,16.72,145.64,139.79,216.61,1879.85,90.57,1200.9,62.03,727.94,89.44,7.88
3969.24,17.01,17.74,145.79,139.98,216.62,1860.16,89.55,1048.18,65.85,726.01,89.64,7.5
3970.25,18.31,16.72,145.91,140.21,216.57,1879.1,90.57,766.38,66.18,728.81,90.89,8.26
3971.25,19.94,17.99,146.06,140.47,216.62,1873.04,89.3,961.92,63.59,728.38,90.24,7.88
3972.25,17.02,17.78,146.29,140.78,216.57,1882.89,89.51,1532.62,40.07,732.25,88.29,9.03
3973.25,11.14,16.37,146.37,141.12,216.59,1605.6,90.92,1117.27,70.88,772.74,84.94,8.64
3974.26,16.87,16.29,146.14,141.16,214.77,1774.55,91,930.41,62.61,719.33,88.69,7.88
3975.26,18.78,17.57,146.25,141.2,213.85,1820,89.72,1104.92,38.79,713.08,90.09,8.26
3976.26,13.31,16.46,146.59,141.31,213.77,1804.09,90.83,1248.48,66.28,715.67,91.39,9.03
3977.26,15.69,15.99,146.75,141.5,213.84,1801.06,91.3,1140.16,80.19,716.53,91.44,8.26
3978.26,16.71,18.55,146.86,141.77,213.99,1810.91,88.74,921.45,86.41,714.38,90.49,8.26
3979.5,16,17.23,146.86,141.77,213.92,1801.82,90.06,1247.17,89.19,713.95,89.74,8.26
3980.5,16.48,18.59,145.95,141.16,210.02,1791.97,88.7,910.69,58.1,0,84.24,7.5
3981.51,16.04,18.33,146.21,140.89,209.97,1783.64,88.96,1109.41,55.84,0,81.09,8.64
3982.51,16.97,17.65,146.56,141.2,209.84,1779.85,89.64,1074.72,53.34,704.74,82.39,8.26
3983.51,15.75,18.72,146.94,141.58,209.83,1857.13,88.57,819.19,64.41,721.98,86.79,8.26
3984.53,17.09,20.08,147.2,141.92,209.84,1857.13,87.21,551.6,53.34,719.4,88.44,8.26
3985.53,17.5,19.35,147.43,142.23,210.09,1851.82,87.93,1004.81,49.37,717.89,88.94,8.64
3986.53,17.17,19.78,147.55,142.49,210.47,1854.1,87.51,834.43,53.95,719.4,89.04,7.88
3987.54,19.08,19.44,147.59,142.57,211.13,1857.13,87.85,800.03,67.43,718.1,88.39,8.26
3988.54,17.18,19.57,147.66,142.72,209.95,1791.97,87.72,794.24,60.45,738.36,89.49,8.26
3989.54,15.04,19.87,147.81,142.61,209.13,1717.72,87.42,773.69,65.27,742.89,91.29,8.26
3990.54,13.12,20.42,147.89,142.23,209.63,1771.51,86.87,1071.28,60.11,733.41,93.95,8.64
3991.55,13.46,18.84,148.04,142.23,210.44,1788.18,88.45,794.72,57.79,730.6,92.6,7.88
3992.55,14.04,19.99,148.04,142.23,210.88,1810.15,87.3,716.94,64.05,725.43,88.99,7.88
3993.55,16.7,19.31,148.12,142.15,211.19,1809.4,87.98,651.99,60.75,724.57,91.09,7.88
3994.55,15.76,19.31,148.92,142.07,210.71,1814.7,87.98,747.97,56.12,725.86,92.4,8.26
3995.55,17.18,20.16,148.62,142.15,210.17,1814.7,87.13,716.39,54.68,725.22,91.75,8.26
3996.55,17.94,20.04,148.39,142.34,210.28,1812.43,87.25,743.76,64.35,727.59,90.99,7.88
3997.56,15.76,20.29,148.27,142.42,210.08,1798.03,87,961.92,38.15,728.88,91.6,8.64
3998.56,16.55,19.61,148.31,142.57,210.49,1799.55,87.68,714.05,60.42,729.53,85.09,8.26
3999.58,15.71,19.95,148.39,142.61,211.24,1801.82,87.34,689.57,59.78,728.88,85.94,8.26
4000.58,17.02,19.14,148.46,142.72,211.76,1811.67,88.15,720.87,58.56,728.45,82.49,8.26
4001.58,22.96,24.17,148.5,142.76,211.79,1826.82,83.12,717.98,52.42,725,86.04,8.26
4002.59,21.87,24,148.62,142.91,212.29,1826.82,83.29,787.41,52,723.49,86.44,8.26
4003.59,20.99,24.04,148.73,143.06,212.15,1827.58,83.25,745.83,48.92,723.49,88.54,8.26
4004.59,22.97,24.72,148.77,143.1,212.52,1831.37,82.57,829.47,47.48,721.34,89.09,8.26
4005.59,22.12,25.23,148.84,143.18,213,1830.61,82.06,923.59,35.61,721.77,89.04,8.64
4006.6,22.83,23.74,148.84,142.91,214.68,1829.85,83.55,802.37,41.29,722.2,91.8,8.64
4007.62,23.09,24.55,148.88,142.49,215.51,1829.09,82.74,849.4,33.84,722.85,87.54,8.64
4008.62,19.07,25.23,148.88,142.11,217.8,1826.06,82.06,848.09,38.76,723.28,83.74,8.64
4009.62,18.98,24.42,148.88,141.84,219.25,1833.64,82.87,867.53,41.75,723.71,87.74,8.64
4010.62,18.58,24.68,148.88,141.81,221.94,1820.76,82.61,850.71,37.44,725.43,88.29,9.03
4011.62,17.85,24.17,148.84,141.81,222.92,1823.79,83.12,852.29,41.17,727.37,87.09,9.03
4012.62,17.4,23.61,148.84,142.38,222.9,1819.24,83.68,764.52,43.42,727.16,91.7,9.03
4014.01,31.59,18.63,148.16,142.91,222.37,1756.36,98.66,518.99,48.03,728.88,87.94,8.64
4015.35,30.38,13.22,148.16,142.87,222.33,1732.88,104.07,653.85,56.15,727.8,91.8,9.03
4016.5,30.67,17,148.2,142.87,222.3,1728.33,107.95,591.04,59.84,727.8,91.6,9.03
4017.52,25.9,17.74,148.27,142.84,222.32,1766.21,89.55,776.86,50.11,723.28,85.29,9.03
4018.53,19.7,25.02,149.45,144.25,221.57,1790.46,82.27,782.38,45.41,709.27,92,8.64
4019.55,17.92,25.02,149.53,144.44,221.72,1788.94,82.27,750.87,41.04,709.7,92.4,9.03
4020.57,20.51,24.17,149.64,144.55,221.59,1788.18,83.12,757.97,34.76,709.7,93.2,9.03
4021.57,20.13,24.55,149.76,144.67,221.1,1785.15,82.74,966.68,41.07,708.62,92.3,9.03
4022.57,18.98,24.25,149.87,144.63,221.26,1786.67,83.04,752.45,25.27,708.62,92.35,9.41
4023.57,17.59,23.83,149.91,144.4,222.12,1786.67,83.46,973.78,35.12,699.35,93.1,9.41
4024.57,17.05,24.93,149.99,144.32,222.96,1791.21,82.36,831.54,50.11,700.21,86.04,9.79
4025.57,20.37,25.27,150.06,144.28,223.43,1769.24,82.02,980.06,41.07,695.04,82.74,9.41
4026.58,19.18,24.51,150.1,144.17,223.64,1779.85,82.78,1058.38,28.23,698.49,84.54,10.17
4027.6,20.62,24.04,150.18,144.17,224.04,1788.18,83.25,823.95,48.09,702.8,89.59,9.41
4028.6,20.37,25.32,150.18,144.17,224.45,1798.03,81.97,863.32,51.45,705.17,91.14,9.41
4029.6,20.47,24.89,150.22,144.25,224.83,1792.73,82.4,875.18,48.37,703.88,83.84,9.41
4030.62,21.09,25.1,150.29,144.32,224.84,1790.46,82.19,778.72,52.67,703.88,83.89,9.41
4031.62,22.38,25.02,150.29,144.36,224.84,1810.15,82.27,887.8,44.58,701.94,83.99,9.79
4032.62,28.24,25.19,150.29,144.4,224.86,1800.3,82.1,737.7,47.97,703.23,83.59,9.79
4033.64,24.15,25.32,150.33,144.44,224.84,1788.18,81.97,794.24,63.56,704.96,83.84,9.79
4034.64,23.41,23.87,150.29,144.44,224.84,1800.3,83.42,784.51,61.15,703.45,83.29,9.79
4035.64,21.84,23.36,150.29,144.48,224.84,1794.24,83.93,779,63.77,704.09,84.04,9.41
4036.64,22.65,24.34,150.33,144.55,225.18,1801.06,82.95,805.54,60.23,705.17,83.34,9.41
4037.64,19.06,24.59,150.41,144.82,224.85,1799.55,82.7,785.27,63.9,707.11,85.14,9.79
4038.64,19.64,24.25,150.48,144.97,224.84,1805.61,83.04,729.28,58.89,707.76,89.09,9.41
4039.66,21.35,24.89,150.6,145.12,224.83,1812.43,82.4,769.28,58.74,706.68,88.74,9.79
4040.68,22.11,24.29,150.67,145.24,224.83,1810.15,83,813.68,54.99,705.82,88.84,9.41
4041.68,30.01,24.68,150.71,145.31,224.83,1813.94,82.61,749.56,50.75,702.58,88.54,9.79
4042.68,28.32,24.89,150.79,145.39,224.83,1786.67,82.4,791.06,58.98,698.49,91.95,9.79
4043.68,27.29,23.7,150.83,145.5,224.46,1785.91,83.59,758.45,64.96,699.78,92.05,9.41
4044.68,23.08,24.89,150.94,145.47,223.64,1770,82.4,745.35,58.1,708.19,89.74,9.79
4045.69,14.14,4.58,140.19,132.47,172.11,1669.24,102.71,763.97,56.91,734.7,85.19,3.31
4046.69,8.83,5.6,142.29,134.94,172.64,1627.57,101.69,757.69,59.84,731.04,88.34,3.31
4047.7,13.71,9.48,142.52,136.35,172.81,1694.24,97.81,744.8,52.73,725.65,89.29,3.31
4048.7,12.8,9.77,142.63,137.31,172.2,1716.97,97.51,716.11,55.11,718.97,91.85,3.31
4049.7,14.9,19.34,142.82,137.73,171.32,1732.88,98.45,714.6,57,715.95,91.54,2.92
4050.7,16.11,19.85,143.35,137.99,170.91,1739.69,97.94,778.72,58.19,712.93,91.8,3.31
4051.7,15.81,19.38,143.32,137.57,172.66,1716.97,98.41,844.15,55.9,712.72,88.04,2.54
4052.71,15.63,19.08,143.09,138.22,173.76,1684.39,98.71,739.56,60.23,725,83.49,2.54
4053.71,13.73,19.89,142.71,138.34,174.87,1681.36,97.9,743.76,54.47,723.92,82.04,2.92
4054.71,12.93,19.59,142.86,138.3,177.12,1695.75,98.2,779.2,57.61,721.77,86.09,2.54
4055.71,13.27,19.38,143.16,138.3,178.73,1714.69,98.41,801.82,57.95,717.46,89.19,2.54
4056.72,13.61,19.3,143.51,137.96,181.67,1726.06,98.49,766.1,53.67,710.13,88.04,2.54
4057.74,15.19,17.42,143.7,137.77,184.55,1748.03,100.37,804.72,58.59,710.13,87.99,2.54
4058.74,13.82,19.25,143.74,137.8,187.78,1755.6,98.54,785.55,57.4,704.96,80.74,2.16
4059.74,14.49,19.81,143.7,137.54,191.9,1738.94,97.98,747.97,58.98,713.36,84.59,2.16
4060.76,16.2,19.93,143.66,137,196.27,1732.88,97.86,785.82,55.54,716.81,89.94,2.54
4061.77,14.49,20.4,143.58,136.66,200.4,1710.91,97.39,904.35,63.44,718.32,83.84,2.16
4062.77,14.32,19.51,143.74,136.43,204.47,1703.33,98.28,858.91,57.31,717.89,88.89,2.16
4063.77,14.51,19.08,143.81,136.35,208.24,1716.97,98.71,900.97,45.86,711.85,89.49,2.16
4064.77,18.05,20.62,143.85,136.32,211.42,1729.85,97.17,734.8,57.21,713.79,89.34,2.16
4065.78,19.94,18.91,143.62,136.28,215.12,1726.06,98.88,748.45,55.35,710.99,83.84,2.16
4066.78,18.8,19.64,143.47,136.24,218.83,1728.33,98.15,809.2,52.94,712.72,83.39,2.16
4067.78,23.73,18.95,143.35,136.2,221.91,1727.57,98.83,795.27,60.39,710.99,84.99,2.16
4068.78,25.59,19.81,143.28,136.09,224.54,1732.88,97.98,692.74,58.1,712.28,83.39,2.16
4069.8,27.41,19.3,143.2,136.05,226.99,1731.36,98.49,694.05,38.48,715.52,85.39,1.78
4070.8,11.12,15.93,143.09,135.9,233.47,1709.39,101.86,741.63,51.08,718.32,88.04,1.78
4071.81,18.7,19.21,142.97,135.94,234.71,1712.42,98.58,780.31,59.2,717.03,90.24,1.78
4072.81,16.93,18.32,142.93,136.96,234.17,1703.33,99.47,795.82,59.69,716.81,86.24,1.78
4073.81,17.53,19.17,143.05,137.92,233.87,1713.94,98.62,750.59,58.16,717.67,85.69,1.78
4074.82,17.11,19.17,143.16,138.57,233.78,1706.36,98.62,681.98,57.15,716.16,82.89,1.78
4075.82,14.62,19.55,143.35,139.02,233.77,1705.6,98.24,773.21,53.92,715.73,85.14,1.78
4076.83,28.62,21.72,143.47,139.18,232.45,1732.88,96.07,762.66,62.8,706.03,84.74,1.78
4077.83,30.85,22.02,143.7,139.4,232.43,1728.33,95.77,824.16,52.42,705.17,86.64,1.78
4078.83,36.43,21.64,143.85,139.56,232.15,1741.21,96.15,903.87,58.56,700.86,88.44,2.16
4079.83,44.34,21.04,144,139.71,232.45,1728.33,96.75,837.33,61.45,701.51,89.29,1.78
4080.84,35.38,22.7,144.12,139.9,232.09,1728.33,95.09,744.52,53.19,705.17,89.29,1.78
4081.84,24.05,22.02,144.31,140.13,232.01,1713.94,95.77,701.15,61.73,706.9,88.54,1.78
4082.84,22.14,22.45,144.54,140.4,232.55,1734.39,95.34,862.29,56.05,700.86,88.99,1.78
4083.84,27.34,22.11,144.61,140.55,232.81,1703.33,95.68,775.83,58.92,695.69,88.64,1.78
4084.85,24.22,22.4,144.73,140.62,233.05,1697.27,95.39,997.91,56.45,693.32,84.04,2.16
4085.85,24.55,22.74,144.92,140.82,232.93,1723.78,95.05,791.82,43.52,711.21,83.89,2.16
4086.85,23.58,22.32,144.99,141.04,231.51,1720,95.47,869.94,52.45,706.68,85.14,2.16
4087.85,23.14,22.36,145.03,141.27,229.7,1705.6,95.43,898.56,66.18,696.12,85.59,1.78
4088.86,18.61,20.53,145.26,141.54,230.15,1694.24,97.26,854.7,61.27,693.53,88.59,1.78
4089.88,19.46,22.62,145.45,141.73,230.31,1692.72,95.17,868.36,57.95,694.83,85.49,1.78
4090.88,21.99,22.62,145.57,141.96,230.31,1712.42,95.17,895.66,56.54,701.08,83.39,1.78
4091.88,27.75,21.77,145.68,142.07,229.46,1724.54,96.02,1075,59.75,699.57,86.69,2.16
4092.88,25.96,20.23,145.83,142.3,230.14,1650.3,97.56,785.82,64.05,744.18,85.99,1.4
4093.89,25.41,21,146.02,142.42,228.53,1694.24,96.79,1087.07,61.76,709.05,87.44,2.16
4094.89,24.71,20.36,146.21,142.57,228.45,1764.7,97.43,789.75,58.53,731.25,83.74,1.78
4095.89,21.35,20.23,146.4,142.68,228.76,1729.85,97.56,775.83,55.84,730.82,83.04,1.4
4096.9,19.67,20.49,146.56,142.87,228.44,1764.7,97.3,633.1,60.6,724.57,86.09,1.02
